seconds,timestamp,image,transcript
7530,02:05:30,lego_02-05-30.jpg,build
7540,02:05:40,lego_02-05-40.jpg,okay we need to make the drives train again uh maybe mount it on the other side to avoid collision with train below yeah since the gears
7550,02:05:50,lego_02-05-50.jpg,are hanging too low yes great minds think alike indeed
7560,02:06:00,lego_02-06-00.jpg,that is what we have done okay uh
7570,02:06:10,lego_02-06-10.jpg,actually I don't know if I have enough of that part
7580,02:06:20,lego_02-06-20.jpg,all right there number two oh yeah we
7590,02:06:30,lego_02-06-30.jpg,do do some Mi mix and match the colors but that's
7600,02:06:40,lego_02-06-40.jpg,fine
7610,02:06:50,lego_02-06-50.jpg,
7620,02:07:00,lego_02-07-00.jpg,okay actually one of
7630,02:07:10,lego_02-07-10.jpg,these actually I'm just going to put two together for now for the for the Straits
7640,02:07:20,lego_02-07-20.jpg,[Music] which way do I want this to
7650,02:07:30,lego_02-07-30.jpg,go this
7660,02:07:40,lego_02-07-40.jpg,way I need more half p
7670,02:07:50,lego_02-07-50.jpg,
7680,02:08:00,lego_02-08-00.jpg,riveting entertainment here do I have a mechanical engineering degree or is it
7690,02:08:10,lego_02-08-10.jpg,just experience uh I do have an engineering degree it's uh not mechanical though okay uh
7700,02:08:20,lego_02-08-20.jpg,basically all of this is just from experience and playing okay I'm going to mount these oh actually yeah I want those on the other
7710,02:08:30,lego_02-08-30.jpg,side I want to mount it on the other side M this one on the other side as well if there's
7720,02:08:40,lego_02-08-40.jpg,space yeah appears to be space and then we somehow need to motorize all
7730,02:08:50,lego_02-08-50.jpg,this and uh for that actually I'm going to
7740,02:09:00,lego_02-09-00.jpg,need to get a few more
7750,02:09:10,lego_02-09-10.jpg,pieces oh basically I'm going to try Mount
7760,02:09:20,lego_02-09-20.jpg,the motor directly onto the end of one of them so we can drive it give it a little direct drive action
7770,02:09:30,lego_02-09-30.jpg,um and there appears to be more room at top so I'm just going to take the top one off and we're going to stick a motor on it
7780,02:09:40,lego_02-09-40.jpg,somehow and for now I'm just going to tack on I'm just going to tack
7790,02:09:50,lego_02-09-50.jpg,on I'm going to tack on a motor
7800,02:10:00,lego_02-10-00.jpg,we're just going to tack on a lift arm to the end so we have something to actually connect the motor to
7810,02:10:10,lego_02-10-10.jpg,and we're actually going to need a longer axle which I anticipated so we'll get a five long axle we'll stick
7820,02:10:20,lego_02-10-20.jpg,this on so this way
7830,02:10:30,lego_02-10-30.jpg,basically I've just stuck another Technic connector on here so I can put a pin on it and then we can just stick the motor right on So in
7840,02:10:40,lego_02-10-40.jpg,theory we got our battery box stick it on we can just direct
7850,02:10:50,lego_02-10-50.jpg,drive this whole
7860,02:11:00,lego_02-11-00.jpg,thing let's see except it is on the other side will this fit down here actually
7870,02:11:10,lego_02-11-10.jpg,I think we'll put it on the bottom if we can will this all fit
7880,02:11:20,lego_02-11-20.jpg,it would be nicer if there wasn't a big motor sticking out the top
7890,02:11:30,lego_02-11-30.jpg,anyway well this slope is just a bit in the way so I'm actually going to take that
7900,02:11:40,lego_02-11-40.jpg,off for now okay so we have a motor
7910,02:11:50,lego_02-11-50.jpg,with one motorized it's hitting it's hitting the
7920,02:12:00,lego_02-12-00.jpg,alien okay there we go so now in theory we got one motor in theory
7930,02:12:10,lego_02-12-10.jpg,when this comes up here oh it's going the wrong way oh yeah it pushes pushes the coaster
7940,02:12:20,lego_02-12-20.jpg,up which is good but obviously we need to need to motorize the other section as
7950,02:12:30,lego_02-12-30.jpg,well I love your GBC modules I plans for new one hey guys let's start cheers thanks my
7960,02:12:40,lego_02-12-40.jpg,friend Lego Battle Master just joined you're almost done yeah we're almost done uh well I don't know if it'll completely work when we're but anyway okay
7970,02:12:50,lego_02-12-50.jpg,uh yeah we're getting we're getting places we have one motorized section to track uh we do need to somehow transfer all this rotational movement
7980,02:13:00,lego_02-13-00.jpg,to this other motorized section of track or other so I'm going to put this one back on and in
7990,02:13:10,lego_02-13-10.jpg,theory I think we can we can just connect these two axles
8000,02:13:20,lego_02-13-20.jpg,with some universal joints which I conveniently have
8010,02:13:30,lego_02-13-30.jpg,located here how far how long an axle do we
8020,02:13:40,lego_02-13-40.jpg,need actually let's slide this down a little bit these are adjustable to a certain
8030,02:13:50,lego_02-13-50.jpg,degree because you can just slide them on an axle but I do think I
8040,02:14:00,lego_02-14-00.jpg,want a nine long axle instead of an eight long
8050,02:14:10,lego_02-14-10.jpg,one let's slide that
8060,02:14:20,lego_02-14-20.jpg,back up okay so now in theory that should drive both of
8070,02:14:30,lego_02-14-30.jpg,them oh except have the gearing backwards
8080,02:14:40,lego_02-14-40.jpg,on this one this one has to be turned around
8090,02:14:50,lego_02-14-50.jpg,right much better oh yeah now we need a shorter axle back
8100,02:15:00,lego_02-15-00.jpg,it's important that the gears go the right way otherwise your roller coaster is going nowhere
8110,02:15:10,lego_02-15-10.jpg,fast
8120,02:15:20,lego_02-15-20.jpg,okay now we're cooking
8130,02:15:30,lego_02-15-30.jpg,both Motors going in the right direction excellent crazy
8140,02:15:40,lego_02-15-40.jpg,Technic with all kinds of stuff in the chat I have no idea what you're talking about
8150,02:15:50,lego_02-15-50.jpg,I think he need some support from the motor itself at the bottom it will hang and wiggle in the whole assembly due to vibration yeah we'll see I
8160,02:16:00,lego_02-16-00.jpg,mean so far so good uh we're just going to do some manual testing up
8170,02:16:10,lego_02-16-10.jpg,to this [Music] point now my coaster is not on the track so help [Music]
8180,02:16:20,lego_02-16-20.jpg,oh yeah it does seem to be a bit too
8190,02:16:30,lego_02-16-30.jpg,heavy well that work oh [Music]
8200,02:16:40,lego_02-16-40.jpg,yeah okay but now we also need to
8210,02:16:50,lego_02-16-50.jpg,motorize we need more we need more power
8220,02:17:00,lego_02-17-00.jpg,we definitely need more have this other one pre-built here
8230,02:17:10,lego_02-17-10.jpg,which we can mount on the outside of this track
8240,02:17:20,lego_02-17-20.jpg,
8250,02:17:30,lego_02-17-30.jpg,and I think like
8260,02:17:40,lego_02-17-40.jpg,ultimately you might be able to join all of these uh accelerators together with the you know universal
8270,02:17:50,lego_02-17-50.jpg,joints but uh that's going to probably be super annoying and really finicky to get working so for now I'm just going
8280,02:18:00,lego_02-18-00.jpg,to that is definitely running the wrong way we're going to need to reverse these as well if I use the same battery box
8290,02:18:10,lego_02-18-10.jpg,anyway it's also missing a gear so that needs to be rectified
8300,02:18:20,lego_02-18-20.jpg,it's going quite fast
8310,02:18:30,lego_02-18-30.jpg,yeah uh but I will need
8320,02:18:40,lego_02-18-40.jpg,to actually I might just get
8330,02:18:50,lego_02-18-50.jpg,another do I have another battery box no probably not because I'll need to
8340,02:19:00,lego_02-19-00.jpg,change the gearing well maybe I can just turn this
8350,02:19:10,lego_02-19-10.jpg,around
8360,02:19:20,lego_02-19-20.jpg,
8370,02:19:30,lego_02-19-30.jpg,okay will this no because I turned it around and I turned the gearing around I actually just need
8380,02:19:40,lego_02-19-40.jpg,to [Music] redo the gearing on this one
8390,02:19:50,lego_02-19-50.jpg,
8400,02:20:00,lego_02-20-00.jpg,oh no I lost the
8410,02:20:10,lego_02-20-10.jpg,piece
8420,02:20:20,lego_02-20-20.jpg,
8430,02:20:30,lego_02-20-30.jpg,can
8440,02:20:40,lego_02-20-40.jpg,you make breaks for the station too yeah I don't think so
8450,02:20:50,lego_02-20-50.jpg,I think ultimately I need to put the gears on the other side in this configur I just need to drive it from the back actually
8460,02:21:00,lego_02-21-00.jpg,so what we're going to do is we are going to make that
8470,02:21:10,lego_02-21-10.jpg,longer need a longer lift
8480,02:21:20,lego_02-21-20.jpg,arm and then
8490,02:21:30,lego_02-21-30.jpg,this axle will need to be 1 2 3 four five six 7even
8500,02:21:40,lego_02-21-40.jpg,long
8510,02:21:50,lego_02-21-50.jpg,and
8520,02:22:00,lego_02-22-00.jpg,then yeah there we
8530,02:22:10,lego_02-22-10.jpg,go excellent so in theory
8540,02:22:20,lego_02-22-20.jpg,I still think this coaster might be a bit too [Music] heavy a it doesn't quite make it to the first
8550,02:22:30,lego_02-22-30.jpg,set of drivers I'm just going to try it with a
8560,02:22:40,lego_02-22-40.jpg,empty coaster I'm just curious yeah cuzz with a lighter coaster
8570,02:22:50,lego_02-22-50.jpg,it actually makes it all the way to [Music]
8580,02:23:00,lego_02-23-00.jpg,[Music] the it's hard to tell what the dark blue
8590,02:23:10,lego_02-23-10.jpg,on the dark blue but uh
8600,02:23:20,lego_02-23-20.jpg,this is what happens when you're trying to put
8610,02:23:30,lego_02-23-30.jpg,prototypes into production I'm actually just going to going to confirm that it's just the weight that's an issue I'm going to use these
8620,02:23:40,lego_02-23-40.jpg,cars without decorations oh interesting these ones definitely don't run
8630,02:23:50,lego_02-23-50.jpg,as smooth as the ones I
8640,02:24:00,lego_02-24-00.jpg,[Music] have got to trim some fat off those astronauts
8650,02:24:10,lego_02-24-10.jpg,oh Jake sovich is in the house yeah clearly uh it's
8660,02:24:20,lego_02-24-20.jpg,uh I mean we could definitely add another accelerator to this track piece
8670,02:24:30,lego_02-24-30.jpg,here which we might have to do to make it more
8680,02:24:40,lego_02-24-40.jpg,reliable but yeah it is definitely an intense ride oh we're close though it's definitely
8690,02:24:50,lego_02-24-50.jpg,close I'll definitely have to play around with it a little bit more I think if you have a standard track with the
8700,02:25:00,lego_02-25-00.jpg,without the curved without the curved slope Corners uh you could
